,response,zh_label,empathy_score,annotator1_score,annotator2_score,annotator3_score,,
I really appreciate the time that you have taken and all that you have shared with me. I hope to be in touch again soon.,我非常感謝你所花費的時間以及你與我分享的所有內容。我希望很快能再次聯繫。,2,2,2,2,2,,
Do you feel the burden of responsibility for the outcome of someone else's fate?,你是否為別人的命運承擔責任？,1,1,1,2,1,,
Thank you so much for spening time with me on this session. I really look forward to seeing you soon.,非常感謝你在本次會議上與我共度時光。我真的很期待很快見到你。,2,2,1,2,2,,
"When something goes wrong, do you always give yourself the blame?",當出現問題時，你總是把責任歸咎於自己嗎？,0,0,0,0,1,,
"Oh, my bad. So how would you say you are feeling today?",哦，我的壞。那麼你會說你今天的感受如何？,1,1,1,0,1,,
Was this brought about by a recent or distant event?,這是由最近或遙遠的事件引起的嗎？,0,0,0,0,1,,
Did this thing happen recently or is it something in the past?,這件事是最近發生的還是過去發生的？,0,0,0,0,0,,
Do you think your feeling originates because you blame others for how negative you feel?,你是否認為你的感覺源於你將自己的負面情緒歸咎於他人？,1,1,1,0,1,,
Could it be that you are trying to save someone else here?,莫非你是想在這裡救別人？,1,1,1,0,1,,
"And was this event, or events, distant or recent?",這個事件或事件是遙遠的還是最近的？,0,0,0,0,0,,
Do you blame someone for your current emotion?,你會因為現在的情緒而責備某人嗎？,0,0,0,0,1,,
"I understand, thank you for sharing. Would you say that it was a recent or a distant event, so that I can get a better picture?",明白了，謝謝分享。你會說這是最近的事件還是遙遠的事件，以便我能得到更好的畫面？,2,2,2,2,2,,
I am grateful for your participation today. I look forward to more fruitful engagements with you in the future.,我很感謝你今天的參與。我期待著在未來與你進行更多富有成果的交流。,1,1,1,1,2,,
"Thanks for trying the protocol. If you think about how you felt before taking it and how you feel now, would you say you feel better or worse?",感謝你嘗試該練習。如果你考慮服用之前的感覺以及現在的感覺，你會說感覺更好還是更糟？,2,2,2,1,2,,
I would really like to take the time to thank you for being such an amazing participant. It would be lovey to see you agiain soon.,我真的很想花時間感謝你成為如此出色的參與者。很高興很快見到你。,2,2,1,2,2,,
"Maybe we need to look deeper into your situation. We could work through some other protocol, if you like.",也許我們需要更深入地了解你的情況。如果你願意，我們可以通過其他練習進行工作。,2,2,2,1,2,,
"Please try this protocol. When you are done, press 'continue'.",請嘗試此練習。完成後，按“繼續”。,0,0,0,0,1,,
"From what you've told me, it sounds like you're feeling {}, is this right?",從你告訴我的情況來看，你感覺{}，對嗎？,1,1,1,0,1,,
May I ask if you feel able to consider other people's points of view?,請問你是否能夠考慮其他人的觀點？,1,1,2,1,1,,
"Thank you, I understand. If I may ask this, do you feel that everyone is out to get you right now?",謝謝，我明白了。如果我可以問這個問題，你覺得現在每個人都在找你嗎？,2,2,2,1,2,,
Here are my thoughts on which protocols would be best suited for you. Which of the following would you like to explore?,以下是我對哪些練習最適合你的想法。你想探索以下哪一項？,2,2,1,2,2,,
I want to sincerely thank you for taking part in this. I hope to see you soon!,我要真誠地感謝你參與此活動。我希望很快能見到你！,2,2,1,2,2,,
"Are you experiencing a tough time right now, have you fallen out with friends or loved ones?",你現在是否正經歷一段艱難的時期，你是否與朋友或愛人鬧翻了？,1,1,1,0,1,,
Have you recently tried thinking about this event but found it too painful?,你最近是否嘗試過思考這個事件，但發現它太痛苦了？,0,0,0,0,1,,
I am going to give you a list of emotions. I would like you to consider them and then tell me if you have strongly felt any of them or expressed any of them towards someone in particular:,我會給你一個情緒清單。我希望你考慮它們，然後告訴我你是否強烈地感受到它們中的任何一種或特別針對某人表達過其中的任何一種：,2,2,1,2,2,,
"First of all, let me tell you that I totally understand where you're coming from and what it's like to have these feelings. I wonder, in your heart of hearts, do you think it's reasonable or healthy to always put others first?",首先，讓我告訴你，我完全理解你來自哪裡，有這些感覺是什麼感覺。我想知道，在你的心中，你認為總是把別人放在第一位是合理的還是健康的？,2,2,2,2,2,,
"I would like to know if there is anything happening right now that feels bigger than normal. Are you going through a rough patch, or a personal crisis? if so, you can tell me.",我想知道現在是否發生了任何感覺比正常情況更大的事情。你正在經歷艱難的時期，還是個人危機？如果是這樣，你可以告訴我。,2,2,2,1,2,,
"Thank you for that; I think that Protocol 11 could help you deal with this event, however some people have reported that this protocol can be rather intense. Have you already tried Protocol 11, and if so did it stir up difficult or traumatic emotions?",謝謝你；我認為練習 11 可以幫助你處理此事件，但是有些人報告說此練習可能相當激烈。你是否已經嘗試過練習 11，如果是，它是否會激起困難或創傷性的情緒？,2,2,2,2,2,,
"Please tell me, are you always putting the blame on yourself when things go wrong?",請告訴我，當事情出錯時，你總是把責任歸咎於自己嗎？,1,1,1,0,1,,
"If I may ask, do you consider yourself the kind of person who always wants to be in charge?",如果我可以問，你認為自己是那種總是想掌權的人嗎？,1,1,2,0,1,,
Have you experienced any of these strong feelings or emotions towards anybody recently:,你最近是否對任何人有過以下強烈的感情或情緒：,0,0,0,0,1,,
"I'm sorry to hear that. There are other protocols we could try, if you would like to attempt another?",我很遺憾聽到這個消息。如果你想嘗試其他練習，我們可以嘗試其他練習？,2,2,1,2,2,,
Was the event that caused your sadness a recent event or something that happened a while ago?,導致你悲傷的事件是最近發生的事情還是不久前發生的事情？,1,1,1,1,2,,
Do you think someone else may benefit from your help?,你認為其他人可能會從你的幫助中受益嗎？,0,0,1,0,0,,
I am sorry to hear you feel that way. Would you like to try another protocol?,我很遺憾聽到你有這種感覺。你想嘗試其他練習嗎？,2,2,1,2,2,,
"OK, that makes sense, thanks for telling me. Is this event something that happened a while ago, or recently?",好的，有道理，謝謝你告訴我。這個事件是不久前發生的，還是最近發生的？,2,2,2,1,2,,
Do you believe there is someone who deserves to be saved by you?,你相信有人值得被你拯救嗎？,0,0,0,1,0,,
Do you feel there is something you can do that will make someone else better?,你覺得有什麼你可以做的事情會讓別人變得更好嗎？,0,0,1,0,0,,
"Have you thought about other people's viewpoints that may have been presented to you in previous conversations, in order to solve or alleviate your problems?",你是否考慮過在之前的對話中可能向你提出的其他人的觀點，以解決或緩解你的問題？,1,1,1,0,2,,
There are a number of protocols we can try. Which of the following would you like to explore?,我們可以嘗試許多練習。你想探索以下哪一項？,2,2,1,2,2,,
May I ask if you always believe you are the main cause of your problems?,請問你是否一直認為自己是造成問題的主要原因？,1,1,2,0,1,,
Do you feel you are having troubles with those close to you in your daily life?,你覺得你在日常生活中與你身邊的人有麻煩嗎？,0,0,0,0,1,,
Thank you so much for letting me know. Would you say that it was a recent or distant event (or events) that caused this emotion?,非常感謝你讓我知道。你會說是最近或遙遠的事件（或事件）引起了這種情緒嗎？,2,2,2,1,2,,
"I understand. Can you tell me the timing of this event so I can further understand what is making you anxious, was it recent or distant?",我明白。你能告訴我這個事件的時間，以便我進一步了解是什麼讓你焦慮，是最近還是遙遠？,2,2,1,2,2,,
